query,context,relevance
Find a Fantasy writing prompt,"<Food Writing> </Food Writing> <Family> </Family> <Learning to Cook with [Family Member] </Learning to Cook with [Family Member]> prompt Recount the experience of learning to cook a specific dish from a family member. What was the process like, and what did you learn beyond the recipe?",0.0
Find a writing prompt about deeply and someone,"<Profile> </Profile> <Hobbies> </Hobbies> <The Passionate Collector </The Passionate Collector> prompt Interview and profile someone who is deeply passionate about their hobby, whether it's stamp collecting, bird watching, or competitive cheese rolling.",1.0
Find a Fantasy writing prompt,"<Profile> </Profile> <Hobbies> </Hobbies> <The Passionate Collector </The Passionate Collector> prompt Interview and profile someone who is deeply passionate about their hobby, whether it's stamp collecting, bird watching, or competitive cheese rolling.",0.0
Find a writing prompt about social and valuable and unwritten,<Cultural Commentary> </Cultural Commentary> <Social Interaction> </Social Interaction> <The Rules of Small Talk> </The Rules of Small Talk> prompt Explore the unwritten rules and purposes of small talk in your culture. Is it a valuable social lubricant or an awkward necessity?,1.0
Find a Fantasy writing prompt,<Cultural Commentary> </Cultural Commentary> <Social Interaction> </Social Interaction> <The Rules of Small Talk> </The Rules of Small Talk> prompt Explore the unwritten rules and purposes of small talk in your culture. Is it a valuable social lubricant or an awkward necessity?,0.0
Find a writing prompt about forgotten and research and write,<Historical Reflection> </Historical Reflection> <Place> </Place> <My Town's Forgotten History> </My Town's Forgotten History> prompt Research and write about a forgotten piece of history from your local town or neighborhood.,1.0
Find a Fantasy writing prompt,<Historical Reflection> </Historical Reflection> <Place> </Place> <My Town's Forgotten History> </My Town's Forgotten History> prompt Research and write about a forgotten piece of history from your local town or neighborhood.,0.0
Find a writing prompt about behind and group,<Humorous Essay> </Humorous Essay> <Family> </Family> <The Most Embarrassing Family Photo> </The Most Embarrassing Family Photo> prompt Describe your family's most embarrassing group photo. What's the story behind it?,1.0
Find a Fantasy writing prompt,<Humorous Essay> </Humorous Essay> <Family> </Family> <The Most Embarrassing Family Photo> </The Most Embarrassing Family Photo> prompt Describe your family's most embarrassing group photo. What's the story behind it?,0.0
Find a writing prompt about overly and perfect,"<How-To / Skill Share> </How-To / Skill Share> <The Mundane> </The Mundane> <The Perfect Cup of [Your Drink] </The Perfect Cup of [Your Drink]> prompt Detail your personal, perhaps overly meticulous, process for making your perfect cup of coffee, tea, or other favorite beverage.",1.0
Find a Fantasy writing prompt,"<How-To / Skill Share> </How-To / Skill Share> <The Mundane> </The Mundane> <The Perfect Cup of [Your Drink] </The Perfect Cup of [Your Drink]> prompt Detail your personal, perhaps overly meticulous, process for making your perfect cup of coffee, tea, or other favorite beverage.",0.0
Find a writing prompt about nature,"<Observational Essay> </Observational Essay> <Nature> </Nature> <The Secret Life of Squirrels (or other common animal) </The Secret Life of Squirrels (or other common animal)> prompt Observe a common animal in your area (squirrel, pigeon, ant) and write about its daily life and behaviors as if you're a nature documentarian.",1.0
Find a Fantasy writing prompt,"<Observational Essay> </Observational Essay> <Nature> </Nature> <The Secret Life of Squirrels (or other common animal) </The Secret Life of Squirrels (or other common animal)> prompt Observe a common animal in your area (squirrel, pigeon, ant) and write about its daily life and behaviors as if you're a nature documentarian.",0.0
Find a writing prompt about learning,"<Reflective Essay> </Reflective Essay> <Challenges> </Challenges> <The Gift of a Mistake> </The Gift of a Mistake> prompt Write about a mistake you made that, in retrospect, turned out to be a valuable learning experience or a ""gift.""",1.0
Find a Fantasy writing prompt,"<Reflective Essay> </Reflective Essay> <Challenges> </Challenges> <The Gift of a Mistake> </The Gift of a Mistake> prompt Write about a mistake you made that, in retrospect, turned out to be a valuable learning experience or a ""gift.""",0.0
Find a writing prompt about describe,<Memoir> </Memoir> <Childhood> </Childhood> <My Favorite Childhood Hideout> </My Favorite Childhood Hideout> prompt Describe your favorite hiding spot as a child. What made it special and what adventures did you have there (real or imagined)?,1.0
Find a Fantasy writing prompt,<Memoir> </Memoir> <Childhood> </Childhood> <My Favorite Childhood Hideout> </My Favorite Childhood Hideout> prompt Describe your favorite hiding spot as a child. What made it special and what adventures did you have there (real or imagined)?,0.0
Find a writing prompt about experienced,<Travel Writing> </Travel Writing> <Culture> </Culture> <A Cultural Misunderstanding> </A Cultural Misunderstanding> prompt Recount a humorous or enlightening cultural misunderstanding you experienced while traveling abroad.,1.0
Find a Fantasy writing prompt,<Travel Writing> </Travel Writing> <Culture> </Culture> <A Cultural Misunderstanding> </A Cultural Misunderstanding> prompt Recount a humorous or enlightening cultural misunderstanding you experienced while traveling abroad.,0.0
Find a writing prompt about thoughts and looking and feelings,<Nature Writing> </Nature Writing> <Wonder> </Wonder> <The Magic of a Full Moon> </The Magic of a Full Moon> prompt Describe your feelings and observations when looking at a full moon. What thoughts or stories does it inspire?,1.0
Find a Fantasy writing prompt,<Nature Writing> </Nature Writing> <Wonder> </Wonder> <The Magic of a Full Moon> </The Magic of a Full Moon> prompt Describe your feelings and observations when looking at a full moon. What thoughts or stories does it inspire?,0.0
Find a writing prompt about about and eating,<Food Writing> </Food Writing> <Community> </Community> <The Potluck </The Potluck> prompt Write about the experience of a potluck dinner. What does this communal form of eating say about community and sharing?,1.0
Find a Fantasy writing prompt,<Food Writing> </Food Writing> <Community> </Community> <The Potluck </The Potluck> prompt Write about the experience of a potluck dinner. What does this communal form of eating say about community and sharing?,0.0
Find a writing prompt about profile and overcome and significant,<Profile> </Profile> <Resilience> </Resilience> <The Survivor </The Survivor> prompt Profile someone you know or admire who has overcome significant adversity. What qualities enabled them to do so?,1.0
Find a Fantasy writing prompt,<Profile> </Profile> <Resilience> </Resilience> <The Survivor </The Survivor> prompt Profile someone you know or admire who has overcome significant adversity. What qualities enabled them to do so?,0.0
Find a writing prompt about reflect and family and societal,"<Cultural Commentary> </Cultural Commentary> <Tradition> </Tradition> <A Tradition I'd Like to Start (or Stop) </A Tradition I'd Like to Start (or Stop)> prompt Reflect on a societal or family tradition. Is it one you'd like to preserve, modify, start, or abandon? Why?",1.0
Find a Fantasy writing prompt,"<Cultural Commentary> </Cultural Commentary> <Tradition> </Tradition> <A Tradition I'd Like to Start (or Stop) </A Tradition I'd Like to Start (or Stop)> prompt Reflect on a societal or family tradition. Is it one you'd like to preserve, modify, start, or abandon? Why?",0.0
Find a writing prompt about years and someone,<Historical Reflection> </Historical Reflection> <The Everyday> </The Everyday> <A Day in the Life: 100 Years Ago </A Day in the Life: 100 Years Ago> prompt Imagine and describe what a typical day might have been like for someone living in your current home or neighborhood 100 years ago.,1.0
Find a Fantasy writing prompt,<Historical Reflection> </Historical Reflection> <The Everyday> </The Everyday> <A Day in the Life: 100 Years Ago </A Day in the Life: 100 Years Ago> prompt Imagine and describe what a typical day might have been like for someone living in your current home or neighborhood 100 years ago.,0.0
Find a writing prompt about ongoing and often,"<Humorous Essay> </Humorous Essay> <Technology> </Technology> <My Battle with Autocorrect> </My Battle with Autocorrect> prompt Write a funny piece about your ongoing (and often losing) battles with autocorrect or other ""helpful"" technology.",1.0
Find a Fantasy writing prompt,"<Humorous Essay> </Humorous Essay> <Technology> </Technology> <My Battle with Autocorrect> </My Battle with Autocorrect> prompt Write a funny piece about your ongoing (and often losing) battles with autocorrect or other ""helpful"" technology.",0.0
Find a writing prompt about briefly and create,"<Listicle> </Listicle> <Learning> </Learning> <5 Things I Learned the Hard Way> </5 Things I Learned the Hard Way> prompt Create a list of 5 important life lessons you learned ""the hard way,"" briefly narrating the story behind each.",1.0
Find a Fantasy writing prompt,"<Listicle> </Listicle> <Learning> </Learning> <5 Things I Learned the Hard Way> </5 Things I Learned the Hard Way> prompt Create a list of 5 important life lessons you learned ""the hard way,"" briefly narrating the story behind each.",0.0
Find a writing prompt about truly and sounds and actually,"<Observational Essay> </Observational Essay> <Place> </Place> <The Sounds of Silence> </The Sounds of Silence> prompt Find a truly quiet place. Describe what ""silence"" actually sounds like there. What subtle noises emerge?",1.0
Find a Fantasy writing prompt,"<Observational Essay> </Observational Essay> <Place> </Place> <The Sounds of Silence> </The Sounds of Silence> prompt Find a truly quiet place. Describe what ""silence"" actually sounds like there. What subtle noises emerge?",0.0
Find a writing prompt about stranger and showed and about,"<Reflective Essay> </Reflective Essay> <Connection> </Connection> <An Unexpected Kindness> </An Unexpected Kindness> prompt Write about a time a stranger showed you an unexpected kindness, and how it affected you.",1.0
Find a Fantasy writing prompt,"<Reflective Essay> </Reflective Essay> <Connection> </Connection> <An Unexpected Kindness> </An Unexpected Kindness> prompt Write about a time a stranger showed you an unexpected kindness, and how it affected you.",0.0
Find a writing prompt about yourself,<Memoir> </Memoir> <Self-Discovery> </Self-Discovery> <The Year I Reinvented Myself> </The Year I Reinvented Myself> prompt Describe a period in your life where you consciously tried to reinvent yourself or make a significant personal change.,1.0
Find a Fantasy writing prompt,<Memoir> </Memoir> <Self-Discovery> </Self-Discovery> <The Year I Reinvented Myself> </The Year I Reinvented Myself> prompt Describe a period in your life where you consciously tried to reinvent yourself or make a significant personal change.,0.0
Find a writing prompt about about and place and focus,<Travel Writing> </Travel Writing> <The Senses> </The Senses> <The Colors of [A Place] </The Colors of [A Place]> prompt Focus on the dominant colors of a place you've visited. How did they make you feel and what do they say about the location?,1.0
Find a Fantasy writing prompt,<Travel Writing> </Travel Writing> <The Senses> </The Senses> <The Colors of [A Place] </The Colors of [A Place]> prompt Focus on the dominant colors of a place you've visited. How did they make you feel and what do they say about the location?,0.0
Find a writing prompt about describe and observe and changes,<Nature Writing> </Nature Writing> <Change> </Change> <The Changing Seasons in My Backyard> </The Changing Seasons in My Backyard> prompt Observe and describe the subtle (or dramatic) ways nature changes in your own backyard or local park as one season transitions to another.,1.0
Find a Fantasy writing prompt,<Nature Writing> </Nature Writing> <Change> </Change> <The Changing Seasons in My Backyard> </The Changing Seasons in My Backyard> prompt Observe and describe the subtle (or dramatic) ways nature changes in your own backyard or local park as one season transitions to another.,0.0
Find a writing prompt about experimented and comical,<Food Writing> </Food Writing> <Experimentation> </Experimentation> <My Greatest Kitchen Experiment (Success or Fail) </My Greatest Kitchen Experiment (Success or Fail)> prompt Write about a time you experimented in the kitchen. Was it a delicious triumph or a comical disaster?,1.0
Find a Fantasy writing prompt,<Food Writing> </Food Writing> <Experimentation> </Experimentation> <My Greatest Kitchen Experiment (Success or Fail) </My Greatest Kitchen Experiment (Success or Fail)> prompt Write about a time you experimented in the kitchen. Was it a delicious triumph or a comical disaster?,0.0
Find a writing prompt about neighborhood and someone,"<Profile> </Profile> <Community> </Community> <The Unsung Hero of My Neighborhood> </The Unsung Hero of My Neighborhood> prompt Profile an ""unsung hero"" in your neighborhood – someone who quietly makes a positive difference.",1.0
Find a Fantasy writing prompt,"<Profile> </Profile> <Community> </Community> <The Unsung Hero of My Neighborhood> </The Unsung Hero of My Neighborhood> prompt Profile an ""unsung hero"" in your neighborhood – someone who quietly makes a positive difference.",0.0
Find a writing prompt about reflect,"<Cultural Commentary> </Cultural Commentary> <Media> </Media> <The Show That Shaped Me> </The Show That Shaped Me> prompt Reflect on a TV show, movie, or book that had a significant impact on your worldview or understanding of something.",1.0
Find a Fantasy writing prompt,"<Cultural Commentary> </Cultural Commentary> <Media> </Media> <The Show That Shaped Me> </The Show That Shaped Me> prompt Reflect on a TV show, movie, or book that had a significant impact on your worldview or understanding of something.",0.0
Find a writing prompt about about,"<Historical Reflection> </Historical Reflection> <Family> </Family> <An Ancestor's Story </An Ancestor's Story> prompt Research one of your ancestors and write a short piece about their life, imagining their hopes, dreams, and challenges.",1.0
Find a Fantasy writing prompt,"<Historical Reflection> </Historical Reflection> <Family> </Family> <An Ancestor's Story </An Ancestor's Story> prompt Research one of your ancestors and write a short piece about their life, imagining their hopes, dreams, and challenges.",0.0
Find a writing prompt about account and write and imagine,<Humorous Essay> </Humorous Essay> <Pets> </Pets> <My Pet's Secret Life (As I Imagine It) </My Pet's Secret Life (As I Imagine It)> prompt Write a humorous account of what you imagine your pet does when you're not home.,1.0
Find a Fantasy writing prompt,<Humorous Essay> </Humorous Essay> <Pets> </Pets> <My Pet's Secret Life (As I Imagine It) </My Pet's Secret Life (As I Imagine It)> prompt Write a humorous account of what you imagine your pet does when you're not home.,0.0
Find a writing prompt about tricks and finding and perhaps,"<How-To / Skill Share> </How-To / Skill Share> <Well-being> </Well-being> <My Personal Guide to De-Stressing> </My Personal Guide to De-Stressing> prompt Share your personal, perhaps unconventional, tips and tricks for de-stressing and finding calm.",1.0
Find a Fantasy writing prompt,"<How-To / Skill Share> </How-To / Skill Share> <Well-being> </Well-being> <My Personal Guide to De-Stressing> </My Personal Guide to De-Stressing> prompt Share your personal, perhaps unconventional, tips and tricks for de-stressing and finding calm.",0.0
Find a writing prompt about where,"<Observational Essay> </Observational Essay> <Art> </Art> <Finding Art in Unexpected Places> </Finding Art in Unexpected Places> prompt Describe instances where you've found beauty or ""art"" in unexpected, everyday places or objects.",1.0
Find a Fantasy writing prompt,"<Observational Essay> </Observational Essay> <Art> </Art> <Finding Art in Unexpected Places> </Finding Art in Unexpected Places> prompt Describe instances where you've found beauty or ""art"" in unexpected, everyday places or objects.",0.0
Find a writing prompt about something and changed,<Reflective Essay> </Reflective Essay> <Values> </Values> <What I Value Most (And Why It Changed) </What I Value Most (And Why It Changed)> prompt Write about something you value deeply. Has what you value changed over time? Explain.,1.0
Find a Fantasy writing prompt,<Reflective Essay> </Reflective Essay> <Values> </Values> <What I Value Most (And Why It Changed) </What I Value Most (And Why It Changed)> prompt Write about something you value deeply. Has what you value changed over time? Explain.,0.0
Find a writing prompt about remember,"<Memoir> </Memoir> <Friendship> </Friendship> <The Friend Who Got Away </The Friend Who Got Away> prompt Write about a significant childhood friendship that faded. What do you remember most, and what do you wonder about them now?",1.0
Find a Fantasy writing prompt,"<Memoir> </Memoir> <Friendship> </Friendship> <The Friend Who Got Away </The Friend Who Got Away> prompt Write about a significant childhood friendship that faded. What do you remember most, and what do you wonder about them now?",0.0
Find a writing prompt about deliberately and describe and chose,"<Travel Writing> </Travel Writing> <Adventure> </Adventure> <The Road Less Traveled </The Road Less Traveled> prompt Describe an experience where you deliberately chose the ""road less traveled"" during a trip. What did you discover?",1.0
Find a Fantasy writing prompt,"<Travel Writing> </Travel Writing> <Adventure> </Adventure> <The Road Less Traveled </The Road Less Traveled> prompt Describe an experience where you deliberately chose the ""road less traveled"" during a trip. What did you discover?",0.0
Find a writing prompt about world and something,"<Nature Writing> </Nature Writing> <Miniature Worlds> </Miniature Worlds> <A Closer Look at Moss (or a Puddle) </A Closer Look at Moss (or a Puddle)> prompt Take a very close look at something small in nature (a patch of moss, a puddle, an insect) and describe the miniature world you see.",1.0
Find a Fantasy writing prompt,"<Nature Writing> </Nature Writing> <Miniature Worlds> </Miniature Worlds> <A Closer Look at Moss (or a Puddle) </A Closer Look at Moss (or a Puddle)> prompt Take a very close look at something small in nature (a patch of moss, a puddle, an insect) and describe the miniature world you see.",0.0
Find a writing prompt about detail and daily and small,<Food Writing> </Food Writing> <Ritual> </Ritual> <My Morning Coffee/Tea Ritual> </My Morning Coffee/Tea Ritual> prompt Detail your morning beverage ritual. Why is this small daily act important to you?,1.0
Find a Fantasy writing prompt,<Food Writing> </Food Writing> <Ritual> </Ritual> <My Morning Coffee/Tea Ritual> </My Morning Coffee/Tea Ritual> prompt Detail your morning beverage ritual. Why is this small daily act important to you?,0.0
Find a writing prompt about their and profile,"<Profile> </Profile> <Talent> </Talent> <The Street Performer </The Street Performer> prompt Watch a street performer and write a profile about them, their performance, and the audience's reaction.",1.0
Find a Fantasy writing prompt,"<Profile> </Profile> <Talent> </Talent> <The Street Performer </The Street Performer> prompt Watch a street performer and write a profile about them, their performance, and the audience's reaction.",0.0
Find a writing prompt about language and explore and discuss,"<Cultural Commentary> </Cultural Commentary> <Language> </Language> <Words That Fascinate Me> </Words That Fascinate Me> prompt Explore a few words in any language that you find particularly beautiful, strange, or untranslatable, and discuss why.",1.0
Find a Fantasy writing prompt,"<Cultural Commentary> </Cultural Commentary> <Language> </Language> <Words That Fascinate Me> </Words That Fascinate Me> prompt Explore a few words in any language that you find particularly beautiful, strange, or untranslatable, and discuss why.",0.0
Find a writing prompt about where and heirloom,"<Historical Reflection> </Historical Reflection> <Objects> </Objects> <The Story of an Heirloom </The Story of an Heirloom> prompt Choose a family heirloom and tell its story. Where did it come from, and what memories or significance does it hold?",1.0
Find a Fantasy writing prompt,"<Historical Reflection> </Historical Reflection> <Objects> </Objects> <The Story of an Heirloom </The Story of an Heirloom> prompt Choose a family heirloom and tell its story. Where did it come from, and what memories or significance does it hold?",0.0
Find a writing prompt about funny and someone and situation,"<Humorous Essay> </Humorous Essay> <Misunderstandings> </Misunderstandings> <The Time I Completely Misunderstood </The Time I Completely Misunderstood> prompt Recount a funny story about a time you completely misunderstood a situation or what someone said, and the ensuing chaos.",1.0
Find a Fantasy writing prompt,"<Humorous Essay> </Humorous Essay> <Misunderstandings> </Misunderstandings> <The Time I Completely Misunderstood </The Time I Completely Misunderstood> prompt Recount a funny story about a time you completely misunderstood a situation or what someone said, and the ensuing chaos.",0.0
Find a writing prompt about describing and create and makes,"<Listicle> </Listicle> <Place> </Place> <7 Hidden Gems in My City </7 Hidden Gems in My City> prompt Create a list of 7 lesser-known ""hidden gems"" in your city or town, describing what makes each one special.",1.0
Find a Fantasy writing prompt,"<Listicle> </Listicle> <Place> </Place> <7 Hidden Gems in My City </7 Hidden Gems in My City> prompt Create a list of 7 lesser-known ""hidden gems"" in your city or town, describing what makes each one special.",0.0
Find a writing prompt about about,"<Observational Essay> </Observational Essay> <The Mundane> </The Mundane> <The Art of Waiting </The Art of Waiting> prompt Reflect on the experience of waiting (in line, for an appointment, etc.). What do you notice about yourself and others in these moments?",1.0
Find a Fantasy writing prompt,"<Observational Essay> </Observational Essay> <The Mundane> </The Mundane> <The Art of Waiting </The Art of Waiting> prompt Reflect on the experience of waiting (in line, for an appointment, etc.). What do you notice about yourself and others in these moments?",0.0
Find a writing prompt about never,"<Reflective Essay> </Reflective Essay> <Gratitude> </Gratitude> <A Letter of Gratitude I Never Sent> </A Letter of Gratitude I Never Sent> prompt Write a letter of gratitude to someone you've never properly thanked, even if you don't intend to send it.",1.0
Find a Fantasy writing prompt,"<Reflective Essay> </Reflective Essay> <Gratitude> </Gratitude> <A Letter of Gratitude I Never Sent> </A Letter of Gratitude I Never Sent> prompt Write a letter of gratitude to someone you've never properly thanked, even if you don't intend to send it.",0.0
Find a writing prompt about overcome and significant,<Memoir> </Memoir> <Fear> </Fear> <The Fear I Overcame (Or Didn't) </The Fear I Overcame (Or Didn't)> prompt Write about a significant fear you've had and your attempts to overcome it. Were you successful?,1.0
Find a Fantasy writing prompt,<Memoir> </Memoir> <Fear> </Fear> <The Fear I Overcame (Or Didn't) </The Fear I Overcame (Or Didn't)> prompt Write about a significant fear you've had and your attempts to overcome it. Were you successful?,0.0
Find a writing prompt about souvenir and represents and story,<Travel Writing> </Travel Writing> <Discovery> </Discovery> <The Souvenir With a Story </The Souvenir With a Story> prompt Pick a souvenir from one of your travels and tell the story behind acquiring it and what it represents to you.,1.0
Find a Fantasy writing prompt,<Travel Writing> </Travel Writing> <Discovery> </Discovery> <The Souvenir With a Story </The Souvenir With a Story> prompt Pick a souvenir from one of your travels and tell the story behind acquiring it and what it represents to you.,0.0
Find a writing prompt about connection and write and imagine,"<Nature Writing> </Nature Writing> <Connection> </Connection> <Talking to Plants (or Animals) </Talking to Plants (or Animals)> prompt Do you talk to your plants or animals? Write about this connection and what you imagine they might ""say"" back.",1.0
Find a Fantasy writing prompt,"<Nature Writing> </Nature Writing> <Connection> </Connection> <Talking to Plants (or Animals) </Talking to Plants (or Animals)> prompt Do you talk to your plants or animals? Write about this connection and what you imagine they might ""say"" back.",0.0
Find a writing prompt about memories and significance and cakes,<Food Writing> </Food Writing> <Celebration> </Celebration> <The Birthday Cake </The Birthday Cake> prompt Reflect on the significance of birthday cakes (or another celebratory food). What memories or emotions do they evoke?,1.0
Find a Fantasy writing prompt,<Food Writing> </Food Writing> <Celebration> </Celebration> <The Birthday Cake </The Birthday Cake> prompt Reflect on the significance of birthday cakes (or another celebratory food). What memories or emotions do they evoke?,0.0
Find a writing prompt about elderly,<Profile> </Profile> <Age> </Age> <Wisdom from an Elder </Wisdom from an Elder> prompt Interview an elderly person about their life experiences and the most important lessons they've learned.,1.0
Find a Fantasy writing prompt,<Profile> </Profile> <Age> </Age> <Wisdom from an Elder </Wisdom from an Elder> prompt Interview an elderly person about their life experiences and the most important lessons they've learned.,0.0
Find a writing prompt about relationship,"<Cultural Commentary> </Cultural Commentary> <Consumerism> </Consumerism> <The Things We Own </The Things We Own> prompt Reflect on our relationship with material possessions. Do we own our things, or do they own us?",1.0
Find a Fantasy writing prompt,"<Cultural Commentary> </Cultural Commentary> <Consumerism> </Consumerism> <The Things We Own </The Things We Own> prompt Reflect on our relationship with material possessions. Do we own our things, or do they own us?",0.0
Find a writing prompt about about,<Historical Reflection> </Historical Reflection> <Music> </Music> <The Soundtrack of a Decade </The Soundtrack of a Decade> prompt Choose a decade from the past and explore its popular music. What did the music reflect about the society and events of that time?,1.0
Find a Fantasy writing prompt,<Historical Reflection> </Historical Reflection> <Music> </Music> <The Soundtrack of a Decade </The Soundtrack of a Decade> prompt Choose a decade from the past and explore its popular music. What did the music reflect about the society and events of that time?,0.0
Find a writing prompt about write and goofy,<Humorous Essay> </Humorous Essay> <Self-deprecation> </Self-deprecation> <Ode to My Clumsiness </Ode to My Clumsiness> prompt Write a humorous ode or essay celebrating (or lamenting) your own clumsiness or a particular goofy trait.,1.0
Find a Fantasy writing prompt,<Humorous Essay> </Humorous Essay> <Self-deprecation> </Self-deprecation> <Ode to My Clumsiness </Ode to My Clumsiness> prompt Write a humorous ode or essay celebrating (or lamenting) your own clumsiness or a particular goofy trait.,0.0
Find a writing prompt about rather,"<How-To / Skill Share> </How-To / Skill Share> <Well-being> </Well-being> <How to Embrace Boredom </How to Embrace Boredom> prompt Offer a personal guide on how to embrace boredom and find creativity or peace within it, rather than constantly seeking distraction.",1.0
Find a Fantasy writing prompt,"<How-To / Skill Share> </How-To / Skill Share> <Well-being> </Well-being> <How to Embrace Boredom </How to Embrace Boredom> prompt Offer a personal guide on how to embrace boredom and find creativity or peace within it, rather than constantly seeking distraction.",0.0
Find a writing prompt about about and observe and infer,<Observational Essay> </Observational Essay> <Human Behavior> </Human Behavior> <The Way We Walk </The Way We Walk> prompt Observe how different people walk. What can you infer or imagine about them from their gait and posture?,1.0
Find a Fantasy writing prompt,<Observational Essay> </Observational Essay> <Human Behavior> </Human Behavior> <The Way We Walk </The Way We Walk> prompt Observe how different people walk. What can you infer or imagine about them from their gait and posture?,0.0
Find a writing prompt about regret and peace and write,<Reflective Essay> </Reflective Essay> <Regret> </Regret> <A Regret I've Made Peace With> </A Regret I've Made Peace With> prompt Write about a past regret and how you've come to make peace with it or learn from it.,1.0
Find a Fantasy writing prompt,<Reflective Essay> </Reflective Essay> <Regret> </Regret> <A Regret I've Made Peace With> </A Regret I've Made Peace With> prompt Write about a past regret and how you've come to make peace with it or learn from it.,0.0
Find a writing prompt about first and first,"<Memoir> </Memoir> <Firsts> </Firsts> <My First [Significant Experience] </My First [Significant Experience]> prompt Describe your first experience with something significant (e.g., first concert, first love, first time living alone, first vote).",1.0
Find a Fantasy writing prompt,"<Memoir> </Memoir> <Firsts> </Firsts> <My First [Significant Experience] </My First [Significant Experience]> prompt Describe your first experience with something significant (e.g., first concert, first love, first time living alone, first vote).",0.0
Find a writing prompt about changed and perspective,<Travel Writing> </Travel Writing> <Transformation> </Transformation> <The Trip That Changed Me </The Trip That Changed Me> prompt Write about a specific trip that significantly changed your perspective or your life in some way.,1.0
Find a Fantasy writing prompt,<Travel Writing> </Travel Writing> <Transformation> </Transformation> <The Trip That Changed Me </The Trip That Changed Me> prompt Write about a specific trip that significantly changed your perspective or your life in some way.,0.0
Find a writing prompt about plant and observe,"<Nature Writing> </Nature Writing> <Resilience> </Resilience> <The Weed That Grew Through Concrete </The Weed That Grew Through Concrete> prompt Observe and write about a plant or weed growing in an unlikely, harsh place (e.g., through concrete, on a barren wall). What does it symbolize?",1.0
Find a Fantasy writing prompt,"<Nature Writing> </Nature Writing> <Resilience> </Resilience> <The Weed That Grew Through Concrete </The Weed That Grew Through Concrete> prompt Observe and write about a plant or weed growing in an unlikely, harsh place (e.g., through concrete, on a barren wall). What does it symbolize?",0.0
Find a writing prompt about write and about,<Food Writing> </Food Writing> <Nostalgia> </Nostalgia> <The Lost Snack of My Childhood </The Lost Snack of My Childhood> prompt Write a nostalgic piece about a favorite snack or candy from your childhood that is no longer available or has changed.,1.0
Find a Fantasy writing prompt,<Food Writing> </Food Writing> <Nostalgia> </Nostalgia> <The Lost Snack of My Childhood </The Lost Snack of My Childhood> prompt Write a nostalgic piece about a favorite snack or candy from your childhood that is no longer available or has changed.,0.0
Find a writing prompt about motivates and profile,<Profile> </Profile> <Passion> </Passion> <The Volunteer </The Volunteer> prompt Profile someone who dedicates their time to volunteering for a cause they believe in. What motivates them?,1.0
Find a Fantasy writing prompt,<Profile> </Profile> <Passion> </Passion> <The Volunteer </The Volunteer> prompt Profile someone who dedicates their time to volunteering for a cause they believe in. What motivates them?,0.0
Find a writing prompt about connect and identity,<Cultural Commentary> </Cultural Commentary> <Identity> </Identity> <My Name and Its Story </My Name and Its Story> prompt Explore the story and meaning of your own name. How does it connect to your identity or family history?,1.0
Find a Fantasy writing prompt,<Cultural Commentary> </Cultural Commentary> <Identity> </Identity> <My Name and Its Story </My Name and Its Story> prompt Explore the story and meaning of your own name. How does it connect to your identity or family history?,0.0
Find a writing prompt about research,<Historical Reflection> </Historical Reflection> <Local Landmark> </Local Landmark> <The Story Behind the Statue </The Story Behind the Statue> prompt Research and tell the story behind a local statue or monument in your town.,1.0
Find a Fantasy writing prompt,<Historical Reflection> </Historical Reflection> <Local Landmark> </Local Landmark> <The Story Behind the Statue </The Story Behind the Statue> prompt Research and tell the story behind a local statue or monument in your town.,0.0
Find a writing prompt about favorite and could and about,<Humorous Essay> </Humorous Essay> <Playful> </Playful> <If My Furniture Could Talk </If My Furniture Could Talk> prompt Imagine what your favorite piece of furniture would say about you and your life if it could talk.,1.0
Find a Fantasy writing prompt,<Humorous Essay> </Humorous Essay> <Playful> </Playful> <If My Furniture Could Talk </If My Furniture Could Talk> prompt Imagine what your favorite piece of furniture would say about you and your life if it could talk.,0.0
Find a writing prompt about things and create,"<Listicle> </Listicle> <Happiness> </Listicle> <10 Small Things That Bring Me Joy </10 Small Things That Bring Me Joy> prompt Create a list of 10 small, everyday things that consistently bring you joy, describing why for each.",1.0
Find a Fantasy writing prompt,"<Listicle> </Listicle> <Happiness> </Listicle> <10 Small Things That Bring Me Joy </10 Small Things That Bring Me Joy> prompt Create a list of 10 small, everyday things that consistently bring you joy, describing why for each.",0.0
Find a writing prompt about stories and describe,"<Observational Essay> </Observational Essay> <Urban Life> </Urban Life> <The Graffiti Gallery </The Graffiti Gallery> prompt Observe and describe the graffiti in a specific area. What messages, art, or stories do you see?",1.0
Find a Fantasy writing prompt,"<Observational Essay> </Observational Essay> <Urban Life> </Urban Life> <The Graffiti Gallery </The Graffiti Gallery> prompt Observe and describe the graffiti in a specific area. What messages, art, or stories do you see?",0.0
Find a writing prompt about vivid and think and particularly,"<Reflective Essay> </Reflective Essay> <Dreams> </Dreams> <A Dream I Can't Forget </A Dream I Can't Forget> prompt Describe a particularly vivid or recurring dream you've had. What do you think it means, or how does it make you feel?",1.0
Find a Fantasy writing prompt,"<Reflective Essay> </Reflective Essay> <Dreams> </Dreams> <A Dream I Can't Forget </A Dream I Can't Forget> prompt Describe a particularly vivid or recurring dream you've had. What do you think it means, or how does it make you feel?",0.0
